# beta is the volume thermal expansion 
#   T (K)     V(T) (a.u.)^3   B (T) (kbar)  d B (T) / dP  beta (10^(-6) K^(-1))
 0.71500E+03 0.2699677317943E+03  0.893588E+03  0.345292E+01    0.12069521E+02
 0.71800E+03 0.2699775139135E+03  0.893205E+03  0.346361E+01    0.12086278E+02
 0.72100E+03 0.2699873099335E+03  0.892821E+03  0.347433E+01    0.12102976E+02
 0.72400E+03 0.2699971198130E+03  0.892436E+03  0.348506E+01    0.12119615E+02
 0.72700E+03 0.2700069435007E+03  0.892051E+03  0.349580E+01    0.12136193E+02
 0.73000E+03 0.2700167809514E+03  0.891665E+03  0.350656E+01    0.12152709E+02
 0.73300E+03 0.2700266321129E+03  0.891279E+03  0.351734E+01    0.12169172E+02
 0.73600E+03 0.2700364969546E+03  0.890891E+03  0.352813E+01    0.12185588E+02
 0.73900E+03 0.2700463754338E+03  0.890503E+03  0.353893E+01    0.12201943E+02
 0.74200E+03 0.2700562674972E+03  0.890114E+03  0.354975E+01    0.12218245E+02
 0.74500E+03 0.2700661731153E+03  0.889725E+03  0.356059E+01    0.12234500E+02
 0.74800E+03 0.2700760922447E+03  0.889335E+03  0.357144E+01    0.12250705E+02
 0.75100E+03 0.2700860248508E+03  0.888944E+03  0.358231E+01    0.12266861E+02
 0.75400E+03 0.2700959708918E+03  0.888552E+03  0.359320E+01    0.12282970E+02
 0.75700E+03 0.2701059303351E+03  0.888160E+03  0.360410E+01    0.12299033E+02
 0.76000E+03 0.2701159031417E+03  0.887767E+03  0.361501E+01    0.12315048E+02
 0.76300E+03 0.2701258892763E+03  0.887373E+03  0.362595E+01    0.12331022E+02
 0.76600E+03 0.2701358887122E+03  0.886978E+03  0.363690E+01    0.12346957E+02
 0.76900E+03 0.2701459014141E+03  0.886583E+03  0.364786E+01    0.12362848E+02
 0.77200E+03 0.2701559273484E+03  0.886187E+03  0.365884E+01    0.12378696E+02
 0.77500E+03 0.2701659664822E+03  0.885790E+03  0.366984E+01    0.12394511E+02
 0.77800E+03 0.2701760187987E+03  0.885393E+03  0.368085E+01    0.12410283E+02
 0.78100E+03 0.2701860842477E+03  0.884995E+03  0.369188E+01    0.12426017E+02
 0.78400E+03 0.2701961628198E+03  0.884596E+03  0.370292E+01    0.12441721E+02
 0.78700E+03 0.2702062544791E+03  0.884196E+03  0.371399E+01    0.12457384E+02
 0.79000E+03 0.2702163591980E+03  0.883796E+03  0.372506E+01    0.12473016E+02
 0.79300E+03 0.2702264769561E+03  0.883395E+03  0.373616E+01    0.12488615E+02
 0.79600E+03 0.2702366077245E+03  0.882993E+03  0.374727E+01    0.12504186E+02
